"GEOID","year","population"
"2430653",2013,1448.56881166911
"2430665",2013,1284.36395177406
"2430675",2013,955.214708251762
"2430325",2013,1018.37740914952
"2430355",2013,6395.64439803169
"2430602",2013,2830.77951656346
"2430832",2013,957.590698741304
"2430937",2013,1532.76819358388
"2430942",2013,1321.18063591369
"1505070",2013,0
"1505140",2013,2124.37775615977
"2430092",2013,1673.77099872391
"1110100",2013,2771.9563140968
"1110250",2013,823.982852721085
"2810630",2013,1975.35876792772
"2430141",2013,433.434057858307
"2430155",2013,685.408726253248
"3935150",2013,540.813463273746
"3970800",2013,542.092611332147
"2810800",2013,5888.65278082486
"4290850",2013,582.139842707664
"5550235",2013,133.950454508216
"5550240",2013,373.384761138936
"5550245",2013,2051.08012009691
"5550250",2013,755.710250439355
"3100700",2013,1486.7924824638
"3100750",2013,2456.17738702422
"5550255",2013,191.946217069402
"3970550",2013,633.153151730802
"3970200",2013,2583.71303565871
"3970100",2013,954.260262017099
"3970300",2013,334.152411355441
"3235670",2013,204.345054315105
"1160450",2013,1335.65302888641
"5550415",2013,396.771209579427
"5550420",2013,53.2682226694888
"5550425",2013,325.650019679219
"5550435",2013,4000.78287446965
"5550440",2013,649.788358458085
"5550445",2013,1636.74526088347
"5550450",2013,976.363708865829
"5550463",2013,425.451414990937
"5550453",2013,306.683448499301
"5550458",2013,175.422253447876
"5550470",2013,330.118327826203
"5550475",2013,181.422837704886
"5550480",2013,476.148180439137
"5550485",2013,570.748239003122
"5550155",2013,14371.390216433
"5550165",2013,30909.4296620823
"5550353",2013,38116.8352719692
"5550333",2013,2038.46960693247
"5550380",2013,22649.3250663088
"5550405",2013,10528.2097261483
"5550430",2013,6858.02798156915
"5550505",2013,83517.0892040439
"5550540",2013,33302.7680982816
"5550640",2013,115006.796316241
"5550660",2013,6314.70304565981
"5550030",2013,505.675155348144
"3235420",2013,763.887598081135
"3235520",2013,1885.05326878384
"3235540",2013,1403.22317433179
"3235600",2013,223.352619482881
"3235650",2013,360.426615322573
"5550575",2013,77.9292641172651
"5550580",2013,0
"5550585",2013,288.19720002031
"5550590",2013,243.492267669761
"5550595",2013,171.144478397211
"5550600",2013,87.6160849332809
"5550605",2013,13.1122922711074
"5550610",2013,29.2176142511889
"5550615",2013,648.008905127877
"5550620",2013,391.512189975299
"5550630",2013,204.317823115271
"2430530",2013,1862.53403754636
"2430540",2013,654.964204187618
"2430730",2013,833.400733637311
"2430735",2013,9497.29317605415
"2430710",2013,1063.41946459615
"2430815",2013,1237.48860795
"2430820",2013,1548.94075133731
"2430825",2013,1200.37314834538
"2430830",2013,1314.16126825021
"2430860",2013,2270.65551047435
"2430865",2013,1437.74280221776
"2430960",2013,1104.82539466739
"1160650",2013,270.960401930915
"0605500",2013,1595.90928491963
"0605600",2013,681.115204907032
"2810850",2013,2230.62501988139
"2810870",2013,1856.2793836511
"1160600",2013,2593.94377080954
"5550625",2013,525.366252851323
"1150400",2013,972.423710012225
"1150550",2013,385.966455915179
"0855100",2013,186.817051580842
"5550665",2013,51559.3171748627
"2430160",2013,1476.22049401414
"2430260",2013,5881.90350085935
"2430280",2013,2526.22559896878
"2430290",2013,1357.08303466992
"2430862",2013,645.193481683847
"2430880",2013,2182.19708390532
"5550180",2013,31.7266875244677
"5550185",2013,51.8381569266203
"5550190",2013,332.74596923776
"5550195",2013,687.752983331244
"5590075",2013,16816.0229268754
"3340100",2013,905.451572671533
"2430695",2013,15.6712313712342
"5550260",2013,112.854607424
"1505160",2013,64.8737882803543
"2490300",2013,879.447918133388
"2490500",2013,798.520730188458
"2490400",2013,2253.66569028227
"2490100",2013,683.887029073707
"2430085",2013,291.438290491522
"2430270",2013,2860.70210395641
"2430275",2013,573.714183560485
"2430312",2013,1266.50871459024
"1160150",2013,736.455458729072
"1160300",2013,929.404742002869
"3235050",2013,8.71286046820751
"4290500",2013,327.164217174053
"1505564",2013,0.00212348951026797
"2430678",2013,1580.03831177222
"2430687",2013,5691.89396545428
"2430700",2013,1867.51634620321
"5590300",2013,35995.6874032888
"2430135",2013,615.96514241016
"2430330",2013,1302.35718451935
"2430350",2013,2050.05412058623
"2430390",2013,1733.5398709145
"2430400",2013,1683.63805084764
"2430520",2013,549.347637936457
"3235350",2013,99.6570546477014
"1505190",2013,19.7374045447505
"1505251",2013,5.22254441447149
"1505252",2013,0.0598512223223224
"1505253",2013,12.4651092459844
"5550510",2013,517.864452417241
"5550515",2013,114.60578963859
"5550520",2013,140.05026987195
"5550525",2013,401.758071406512
"5550530",2013,519.182342745218
"3235720",2013,276.773209490042
"5550050",2013,580.565010151477
"5550055",2013,436.357882907148
"5550060",2013,353.693989956751
"5550065",2013,734.318064871492
"5550070",2013,1239.67226879892
"5550075",2013,34.10586296767
"5550080",2013,922.203716263175
"5550085",2013,69.3870179885998
"4200600",2013,415.812258798119
